"","Gene","Size","Start","End"
"3096","PA14_38800",250,1046588,1046837
"3097","PA14_38820",304,1046838,1047141
"3098","PA14_38825",23,1047142,1047164
"3099","PA14_38840",506,1047165,1047670
"3100","PA14_38850",155,1047671,1047825
"3101","PA14_38860",623,1047826,1048448
"3102","PA14_38880",222,1048449,1048670
"3103","PA14_38900",225,1048671,1048895
"3104","PA14_38910",216,1048896,1049111
"3105","PA14_38920",58,1049112,1049169
"3106","PA14_38930",221,1049170,1049390
"3107","PA14_38950",290,1049391,1049680
"3108","PA14_38970",895,1049681,1050575
"3109","PA14_38990",387,1050576,1050962
"3110","PA14_39000",399,1050963,1051361
"3111","PA14_39010",824,1051362,1052185
"3112","PA14_39020",567,1052186,1052752
"3113","PA14_39050",437,1052753,1053189
"3114","PA14_39060",79,1053190,1053268
"3115","PA14_39070",130,1053269,1053398
"3116","PA14_39080",77,1053399,1053475
"3117","PA14_39090",166,1053476,1053641
"3118","PA14_39100",123,1053642,1053764
"3119","PA14_39110",111,1053765,1053875
"3120","PA14_39130",521,1053876,1054396
"3121","PA14_39140",88,1054397,1054484
"3122","PA14_39150",202,1054485,1054686
"3123","PA14_39160",311,1054687,1054997
"3124","PA14_39180",144,1054998,1055141
"3125","PA14_39190",277,1055142,1055418
"3126","PA14_39200",191,1055419,1055609
"3127","PA14_39210",175,1055610,1055784
"3128","PA14_39220",163,1055785,1055947
"3129","PA14_39230",189,1055948,1056136
"3130","PA14_39240",340,1056137,1056476
"3131","PA14_39250",226,1056477,1056702
"3132","PA14_39260",250,1056703,1056952
"3133","PA14_39270",421,1056953,1057373
"3134","PA14_39280",341,1057374,1057714
"3135","PA14_39300",337,1057715,1058051
"3136","PA14_39320",332,1058052,1058383
"3137","PA14_39330",510,1058384,1058893
"3138","PA14_39350",348,1058894,1059241
"3139","PA14_39360",467,1059242,1059708
"3140","PA14_39390",495,1059709,1060203
"3141","PA14_39410",365,1060204,1060568
"3142","PA14_39420",76,1060569,1060644
"3143","PA14_39440",631,1060645,1061275
"3144","PA14_39460",379,1061276,1061654
"3145","PA14_39470",258,1061655,1061912
"3146","PA14_39480",717,1061913,1062629
"3147","PA14_39500",126,1062630,1062755
"3148","PA14_39520",735,1062756,1063490
"3149","PA14_39530",329,1063491,1063819
"3150","PA14_39540",170,1063820,1063989
"3151","PA14_39560",431,1063990,1064420
"3152","PA14_39570",98,1064421,1064518
"3153","PA14_39580",189,1064519,1064707
"3154","PA14_39590",766,1064708,1065473
"3155","PA14_39610",616,1065474,1066089
"3156","PA14_39620",108,1066090,1066197
"3157","PA14_39630",158,1066198,1066355
"3158","PA14_39640",1406,1066356,1067761
"3159","PA14_39650",715,1067762,1068476
"3160","PA14_39660",269,1068477,1068745
"3161","PA14_39670",40,1068746,1068785
"3162","PA14_39690",675,1068786,1069460
"3163","PA14_39700",48,1069461,1069508
"3164","PA14_39710",232,1069509,1069740
"3165","PA14_39720",466,1069741,1070206
"3166","PA14_39730",115,1070207,1070321
"3167","PA14_39750",410,1070322,1070731
"3168","PA14_39770",558,1070732,1071289
"3169","PA14_39780",408,1071290,1071697
"3170","PA14_39790",226,1071698,1071923
"3171","PA14_39800",168,1071924,1072091
"3172","PA14_39810",316,1072092,1072407
"3173","PA14_39820",880,1072408,1073287
"3174","PA14_39830",383,1073288,1073670
"3175","PA14_39850",461,1073671,1074131
"3176","PA14_39860",589,1074132,1074720
"3177","PA14_39870",178,1074721,1074898
"3178","PA14_39880",215,1074899,1075113
"3179","PA14_39910",627,1075114,1075740
"3180","PA14_39925",207,1075741,1075947
"3181","PA14_39945",405,1075948,1076352
"3182","PA14_39960",162,1076353,1076514
"3183","PA14_39970",162,1076515,1076676
"3184","PA14_39980",237,1076677,1076913
"3185","PA14_39990",255,1076914,1077168
"3186","PA14_40010",389,1077169,1077557
"3187","PA14_40020",433,1077558,1077990
"3188","PA14_40030",230,1077991,1078220
"3189","PA14_40040",994,1078221,1079214
"3190","PA14_40050",245,1079215,1079459
"3191","PA14_40060",130,1079460,1079589
"3192","PA14_40070",208,1079590,1079797
"3193","PA14_40080",342,1079798,1080139
"3194","PA14_40100",469,1080140,1080608
"3195","PA14_40110",222,1080609,1080830
"3196","PA14_40120",787,1080831,1081617
"3197","PA14_40130",196,1081618,1081813
"3198","PA14_40150",183,1081814,1081996
"3199","PA14_40160",132,1081997,1082128
"3200","PA14_40170",107,1082129,1082235
"3201","PA14_40180",153,1082236,1082388
"3202","PA14_40200",731,1082389,1083119
"3203","PA14_40210",184,1083120,1083303
"3204","PA14_40220",192,1083304,1083495
"3205","PA14_40230",395,1083496,1083890
"3206","PA14_40240",723,1083891,1084613
"3207","PA14_40250",425,1084614,1085038
"3208","PA14_40260",3463,1085039,1088501
"3209","PA14_40270",416,1088502,1088917
"3210","PA14_40280",277,1088918,1089194
"3211","PA14_40290",418,1089195,1089612
"3212","PA14_40300",144,1089613,1089756
"3213","PA14_40310",79,1089757,1089835
"3214","PA14_40320",776,1089836,1090611
"3215","PA14_40330",175,1090612,1090786
"3216","PA14_40340",69,1090787,1090855
"3217","PA14_40350",759,1090856,1091614
"3218","PA14_40370",559,1091615,1092173
"3219","PA14_40380",216,1092174,1092389
"3220","PA14_40390",251,1092390,1092640
"3221","PA14_40410",228,1092641,1092868
"3222","PA14_40420",361,1092869,1093229
"3223","PA14_40430",275,1093230,1093504
"3224","PA14_40440",295,1093505,1093799
"3225","PA14_40450",273,1093800,1094072
"3226","PA14_40470",484,1094073,1094556
"3227","PA14_40490",307,1094557,1094863
"3228","PA14_40510",520,1094864,1095383
"3229","PA14_40520",75,1095384,1095458
"3230","PA14_40540",385,1095459,1095843
"3231","PA14_40550",287,1095844,1096130
"3232","PA14_40560",91,1096131,1096221
"3233","PA14_40570",410,1096222,1096631
"3234","PA14_40600",334,1096632,1096965
"3235","PA14_40610",80,1096966,1097045
"3236","PA14_40620",389,1097046,1097434
"3237","PA14_40630",194,1097435,1097628
"3238","PA14_40640",895,1097629,1098523
"3239","PA14_40650",172,1098524,1098695
"3240","PA14_40660",154,1098696,1098849
"3241","PA14_40670",1234,1098850,1100083
"3242","PA14_40690",120,1100084,1100203
"3243","PA14_40700",165,1100204,1100368
"3244","PA14_40710",120,1100369,1100488
"3245","PA14_40730",346,1100489,1100834
"3246","PA14_40740",75,1100835,1100909
"3247","PA14_40750",51,1100910,1100960
"3248","PA14_40770",554,1100961,1101514
"3249","PA14_40780",165,1101515,1101679
"3250","PA14_40790",193,1101680,1101872
"3251","PA14_40800",145,1101873,1102017
"3252","PA14_40820",291,1102018,1102308
"3253","PA14_40830",350,1102309,1102658
"3254","PA14_40840",341,1102659,1102999
"3255","PA14_40850",236,1103000,1103235
"3256","PA14_40860",104,1103236,1103339
"3257","PA14_40880",372,1103340,1103711
"3258","PA14_40890",255,1103712,1103966
"3259","PA14_40900",274,1103967,1104240
"3260","PA14_40910",301,1104241,1104541
"3261","PA14_40930",214,1104542,1104755
"3262","PA14_40940",259,1104756,1105014
"3263","PA14_40950",278,1105015,1105292
"3264","PA14_40960",562,1105293,1105854
"3265","PA14_40980",270,1105855,1106124
"3266","PA14_41000",500,1106125,1106624
"3267","PA14_41010",451,1106625,1107075
"3268","PA14_41020",751,1107076,1107826
"3269","PA14_41030",129,1107827,1107955
"3270","PA14_41050",246,1107956,1108201
"3271","PA14_41060",148,1108202,1108349
"3272","PA14_41070",253,1108350,1108602
"3273","PA14_41080",160,1108603,1108762
"3274","PA14_41090",534,1108763,1109296
"3275","PA14_41110",609,1109297,1109905
"3276","PA14_41130",628,1109906,1110533
"3277","PA14_41140",360,1110534,1110893
"3278","PA14_41150",339,1110894,1111232
"3279","PA14_41160",536,1111233,1111768
"3280","PA14_41170",265,1111769,1112033
"3281","PA14_41190",621,1112034,1112654
"3282","PA14_41210",90,1112655,1112744
"3283","PA14_41220",798,1112745,1113542
"3284","PA14_41230",426,1113543,1113968
"3285","PA14_41240",213,1113969,1114181
"3286","PA14_41250",436,1114182,1114617
"3287","PA14_41260",235,1114618,1114852
"3288","PA14_41270",428,1114853,1115280
"3289","PA14_41280",668,1115281,1115948
"3290","PA14_41290",38,1115949,1115986
"3291","PA14_41300",73,1115987,1116059
"3292","PA14_41350",284,1116060,1116343
"3293","PA14_41360",460,1116344,1116803
"3294","PA14_41380",556,1116804,1117359
"3295","PA14_41390",165,1117360,1117524
"3296","PA14_41400",240,1117525,1117764
"3297","PA14_41420",445,1117765,1118209
"3298","PA14_41430",207,1118210,1118416
"3299","PA14_41440",287,1118417,1118703
"3300","PA14_41450",155,1118704,1118858
"3301","PA14_41470",869,1118859,1119727
"3302","PA14_41480",402,1119728,1120129
"3303","PA14_41490",192,1120130,1120321
"3304","PA14_41500",231,1120322,1120552
"3305","PA14_41510",403,1120553,1120955
"3306","PA14_41520",533,1120956,1121488
"3307","PA14_41530",830,1121489,1122318
"3308","PA14_41540",108,1122319,1122426
"3309","PA14_41560",973,1122427,1123399
"3310","PA14_41563",245,1123400,1123644
"3311","PA14_41570",350,1123645,1123994
"3312","PA14_41575",196,1123995,1124190
"3313","PA14_41590",274,1124191,1124464
"3314","PA14_41610",84,1124465,1124548
"3315","PA14_41630",332,1124549,1124880
"3316","PA14_41640",162,1124881,1125042
"3317","PA14_41650",347,1125043,1125389
"3318","PA14_41670",791,1125390,1126180
"3319","PA14_41680",274,1126181,1126454
"3320","PA14_41690",179,1126455,1126633
"3321","PA14_41710",510,1126634,1127143
"3322","PA14_41730",327,1127144,1127470
"3323","PA14_41740",395,1127471,1127865
"3324","PA14_41750",532,1127866,1128397
"3325","PA14_41760",359,1128398,1128756
"3326","PA14_41780",253,1128757,1129009
"3327","PA14_41790",145,1129010,1129154
"3328","PA14_41800",907,1129155,1130061
"3329","PA14_41810",939,1130062,1131000
"3330","PA14_41820",511,1131001,1131511
"3331","PA14_41830",227,1131512,1131738
"3332","PA14_41840",267,1131739,1132005
"3333","PA14_41860",115,1132006,1132120
"3334","PA14_41870",324,1132121,1132444
"3335","PA14_41880",165,1132445,1132609
"3336","PA14_41900",315,1132610,1132924
"3337","PA14_41910",125,1132925,1133049
"3338","PA14_41920",358,1133050,1133407
"3339","PA14_41930",166,1133408,1133573
"3340","PA14_41950",229,1133574,1133802
"3341","PA14_41960",62,1133803,1133864
"3342","PA14_41970",168,1133865,1134032
"3343","PA14_41980",162,1134033,1134194
"3344","PA14_41990",72,1134195,1134266
"3345","PA14_42000",79,1134267,1134345
"3346","PA14_42010",240,1134346,1134585
"3347","PA14_42020",130,1134586,1134715
"3348","PA14_42030",332,1134716,1135047
"3349","PA14_42050",323,1135048,1135370
"3350","PA14_42060",330,1135371,1135700
"3351","PA14_42080",714,1135701,1136414
"3352","PA14_42090",401,1136415,1136815
"3353","PA14_42100",295,1136816,1137110
"3354","PA14_42120",273,1137111,1137383
"3355","PA14_42130",245,1137384,1137628
"3356","PA14_42140",266,1137629,1137894
"3357","PA14_42150",317,1137895,1138211
"3358","PA14_42160",470,1138212,1138681
"3359","PA14_42180",228,1138682,1138909
"3360","PA14_42200",113,1138910,1139022
"3361","PA14_42220",685,1139023,1139707
"3362","PA14_42230",764,1139708,1140471
"3363","PA14_42250",214,1140472,1140685
"3364","PA14_42260",208,1140686,1140893
"3365","PA14_42270",248,1140894,1141141
"3366","PA14_42280",112,1141142,1141253
"3367","PA14_42290",152,1141254,1141405
"3368","PA14_42300",115,1141406,1141520
"3369","PA14_42310",85,1141521,1141605
"3370","PA14_42320",67,1141606,1141672
"3371","PA14_42340",432,1141673,1142104
"3372","PA14_42350",692,1142105,1142796
"3373","PA14_42360",145,1142797,1142941
"3374","PA14_42380",276,1142942,1143217
"3375","PA14_42390",298,1143218,1143515
"3376","PA14_42400",137,1143516,1143652
"3377","PA14_42410",88,1143653,1143740
"3378","PA14_42430",145,1143741,1143885
"3379","PA14_42440",295,1143886,1144180
"3380","PA14_42450",390,1144181,1144570
"3381","PA14_42460",168,1144571,1144738
"3382","PA14_42470",294,1144739,1145032
"3383","PA14_42480",98,1145033,1145130
"3384","PA14_42490",144,1145131,1145274
"3385","PA14_42500",706,1145275,1145980
"3386","PA14_42510",109,1145981,1146089
"3387","PA14_42520",121,1146090,1146210
"3388","PA14_42530",123,1146211,1146333
"3389","PA14_42540",92,1146334,1146425
"3390","PA14_42550",288,1146426,1146713
"3391","PA14_42570",475,1146714,1147188
"3392","PA14_42580",158,1147189,1147346
"3393","PA14_42600",393,1147347,1147739
"3394","PA14_42610",309,1147740,1148048
"3395","PA14_42620",217,1148049,1148265
"3396","PA14_42630",88,1148266,1148353
"3397","PA14_42640",262,1148354,1148615
"3398","PA14_42660",349,1148616,1148964
"3399","PA14_42670",700,1148965,1149664
"3400","PA14_42680",289,1149665,1149953
"3401","PA14_42690",286,1149954,1150239
"3402","PA14_42700",297,1150240,1150536
"3403","PA14_42710",63,1150537,1150599
"3404","PA14_42720",225,1150600,1150824
"3405","PA14_42730",181,1150825,1151005
"3406","PA14_42740",205,1151006,1151210
"3407","PA14_42750",383,1151211,1151593
"3408","PA14_42760",363,1151594,1151956
"3409","PA14_42770",327,1151957,1152283
"3410","PA14_42780",259,1152284,1152542
"3411","PA14_42790",304,1152543,1152846
"3412","PA14_42820",198,1152847,1153044
"3413","PA14_42830",106,1153045,1153150
"3414","PA14_42840",185,1153151,1153335
"3415","PA14_42850",181,1153336,1153516
"3416","PA14_42860",153,1153517,1153669
"3417","PA14_42870",126,1153670,1153795
"3418","PA14_42880",329,1153796,1154124
"3419","PA14_42890",242,1154125,1154366
"3420","PA14_42900",1221,1154367,1155587
"3421","PA14_42910",289,1155588,1155876
"3422","PA14_42920",443,1155877,1156319
"3423","PA14_42940",168,1156320,1156487
"3424","PA14_42950",434,1156488,1156921
"3425","PA14_42960",46,1156922,1156967
"3426","PA14_42970",503,1156968,1157470
"3427","PA14_42980",877,1157471,1158347
"3428","PA14_42990",335,1158348,1158682
"3429","PA14_43000",526,1158683,1159208
"3430","PA14_43020",135,1159209,1159343
"3431","PA14_43030",491,1159344,1159834
"3432","PA14_43040",168,1159835,1160002
"3433","PA14_43050",525,1160003,1160527
"3434","PA14_43070",172,1160528,1160699
"3435","PA14_43080",733,1160700,1161432
"3436","PA14_43090",246,1161433,1161678
"3437","PA14_43100",1614,1161679,1163292
"3438","PA14_43110",200,1163293,1163492
"3439","PA14_43130",388,1163493,1163880
"3440","PA14_43140",158,1163881,1164038
"3441","PA14_43150",211,1164039,1164249
"3442","PA14_43160",400,1164250,1164649
"3443","PA14_43170",327,1164650,1164976
"3444","PA14_43180",253,1164977,1165229
"3445","PA14_43190",334,1165230,1165563
"3446","PA14_43200",573,1165564,1166136
"3447","PA14_43220",652,1166137,1166788
"3448","PA14_43230",135,1166789,1166923
"3449","PA14_43240",213,1166924,1167136
"3450","PA14_43250",115,1167137,1167251
"3451","PA14_43270",369,1167252,1167620
"3452","PA14_43280",344,1167621,1167964
"3453","PA14_43290",92,1167965,1168056
"3454","PA14_43300",345,1168057,1168401
"3455","PA14_43310",201,1168402,1168602
"3456","PA14_43320",302,1168603,1168904
"3457","PA14_43340",230,1168905,1169134
"3458","PA14_43350",941,1169135,1170075
"3459","PA14_43370",183,1170076,1170258
"3460","PA14_43380",767,1170259,1171025
"3461","PA14_43400",564,1171026,1171589
"3462","PA14_43405",29,1171590,1171618
"3463","PA14_43420",384,1171619,1172002
"3464","PA14_43430",288,1172003,1172290
"3465","PA14_43440",261,1172291,1172551
"3466","PA14_43460",509,1172552,1173060
"3467","PA14_43480",215,1173061,1173275
"3468","PA14_43490",475,1173276,1173750
"3469","PA14_43510",355,1173751,1174105
"3470","PA14_43520",282,1174106,1174387
"3471","PA14_43530",220,1174388,1174607
"3472","PA14_43540",286,1174608,1174893
"3473","PA14_43550",270,1174894,1175163
"3474","PA14_43570",213,1175164,1175376
"3475","PA14_43580",275,1175377,1175651
"3476","PA14_43600",145,1175652,1175796
"3477","PA14_43610",610,1175797,1176406
"3478","PA14_43620",154,1176407,1176560
"3479","PA14_43630",113,1176561,1176673
"3480","PA14_43640",340,1176674,1177013
"3481","PA14_43650",705,1177014,1177718
"3482","PA14_43660",252,1177719,1177970
"3483","PA14_43670",698,1177971,1178668
"3484","PA14_43680",171,1178669,1178839
"3485","PA14_43690",405,1178840,1179244
"3486","PA14_43710",541,1179245,1179785
"3487","PA14_43720",146,1179786,1179931
"3488","PA14_43730",158,1179932,1180089
"3489","PA14_43740",344,1180090,1180433
"3490","PA14_43760",301,1180434,1180734
"3491","PA14_43770",145,1180735,1180879
"3492","PA14_43780",163,1180880,1181042
"3493","PA14_43790",774,1181043,1181816
"3494","PA14_43810",438,1181817,1182254
"3495","PA14_43820",260,1182255,1182514
"3496","PA14_43830",273,1182515,1182787
"3497","PA14_43840",241,1182788,1183028
"3498","PA14_43850",634,1183029,1183662
"3499","PA14_43870",413,1183663,1184075
"3500","PA14_43880",148,1184076,1184223
"3501","PA14_43890",157,1184224,1184380
"3502","PA14_43900",78,1184381,1184458
"3503","PA14_43910",254,1184459,1184712
"3504","PA14_43920",437,1184713,1185149
"3505","PA14_43940",295,1185150,1185444
"3506","PA14_43950",388,1185445,1185832
"3507","PA14_43970",484,1185833,1186316
"3508","PA14_44000",421,1186317,1186737
"3509","PA14_44010",943,1186738,1187680
"3510","PA14_44020",235,1187681,1187915
"3511","PA14_44030",590,1187916,1188505
"3512","PA14_44050",122,1188506,1188627
"3513","PA14_44060",128,1188628,1188755
"3514","PA14_44070",428,1188756,1189183
"3515","PA14_44080",202,1189184,1189385
"3516","PA14_44090",84,1189386,1189469
"3517","PA14_44100",251,1189470,1189720
"3518","PA14_44110",113,1189721,1189833
"3519","PA14_44120",288,1189834,1190121
"3520","PA14_44130",183,1190122,1190304
"3521","PA14_44140",93,1190305,1190397
"3522","PA14_44150",198,1190398,1190595
"3523","PA14_44160",381,1190596,1190976
"3524","PA14_44170",59,1190977,1191035
"3525","PA14_44180",293,1191036,1191328
"3526","PA14_44190",462,1191329,1191790
"3527","PA14_44200",117,1191791,1191907
"3528","PA14_44210",495,1191908,1192402
"3529","PA14_44230",62,1192403,1192464
"3530","PA14_44240",490,1192465,1192954
"3531","PA14_44260",436,1192955,1193390
"3532","PA14_44270",79,1193391,1193469
"3533","PA14_44280",352,1193470,1193821
"3534","PA14_44290",910,1193822,1194731
"3535","PA14_44300",521,1194732,1195252
"3536","PA14_44311",385,1195253,1195637
"3537","PA14_44320",210,1195638,1195847
"3538","PA14_44340",475,1195848,1196322
"3539","PA14_44350",202,1196323,1196524
"3540","PA14_44360",308,1196525,1196832
"3541","PA14_44370",477,1196833,1197309
"3542","PA14_44380",203,1197310,1197512
"3543","PA14_44390",64,1197513,1197576
"3544","PA14_44400",318,1197577,1197894
"3545","PA14_44420",471,1197895,1198365
"3546","PA14_44430",179,1198366,1198544
"3547","PA14_44440",893,1198545,1199437
"3548","PA14_44450",69,1199438,1199506
"3549","PA14_44460",227,1199507,1199733
"3550","PA14_44470",460,1199734,1200193
"3551","PA14_44480",155,1200194,1200348
"3552","PA14_44490",244,1200349,1200592
"3553","PA14_44500",182,1200593,1200774
"3554","PA14_44510",278,1200775,1201052
"3555","PA14_44520",122,1201053,1201174
"3556","PA14_44530",109,1201175,1201283
"3557","PA14_44540",315,1201284,1201598
"3558","PA14_44560",527,1201599,1202125
"3559","PA14_44570",306,1202126,1202431
"3560","PA14_44580",179,1202432,1202610
"3561","PA14_44590",382,1202611,1202992
"3562","PA14_44610",198,1202993,1203190
"3563","PA14_44620",108,1203191,1203298
"3564","PA14_44630",762,1203299,1204060
"3565","PA14_44640",288,1204061,1204348
"3566","PA14_44650",125,1204349,1204473
"3567","PA14_44660",794,1204474,1205267
"3568","PA14_44670",290,1205268,1205557
"3569","PA14_44680",1356,1205558,1206913
"3570","PA14_44690",219,1206914,1207132
"3571","PA14_44700",377,1207133,1207509
"3572","PA14_44710",497,1207510,1208006
"3573","PA14_44740",902,1208007,1208908
"3574","PA14_44760",279,1208909,1209187
"3575","PA14_44770",434,1209188,1209621
"3576","PA14_44780",259,1209622,1209880
"3577","PA14_44800",449,1209881,1210329
"3578","PA14_44820",126,1210330,1210455
"3579","PA14_44830",308,1210456,1210763
"3580","PA14_44840",171,1210764,1210934
"3581","PA14_44850",332,1210935,1211266
"3582","PA14_44860",169,1211267,1211435
"3583","PA14_44880",439,1211436,1211874
"3584","PA14_44890",172,1211875,1212046
"3585","PA14_44900",868,1212047,1212914
"3586","PA14_44910",578,1212915,1213492
"3587","PA14_44920",380,1213493,1213872
"3588","PA14_44930",86,1213873,1213958
"3589","PA14_44950",455,1213959,1214413
"3590","PA14_44960",109,1214414,1214522
"3591","PA14_44970",366,1214523,1214888
"3592","PA14_44980",216,1214889,1215104
"3593","PA14_44990",143,1215105,1215247
"3594","PA14_45000",591,1215248,1215838
"3595","PA14_45010",260,1215839,1216098
"3596","PA14_45020",296,1216099,1216394
"3597","PA14_45030",421,1216395,1216815
"3598","PA14_45050",477,1216816,1217292
"3599","PA14_45060",319,1217293,1217611
"3600","PA14_45070",283,1217612,1217894
"3601","PA14_45090",235,1217895,1218129
"3602","PA14_45100",551,1218130,1218680
"3603","PA14_45110",339,1218681,1219019
"3604","PA14_45120",118,1219020,1219137
"3605","PA14_45130",411,1219138,1219548
"3606","PA14_45150",259,1219549,1219807
"3607","PA14_45170",396,1219808,1220203
"3608","PA14_45180",435,1220204,1220638
"3609","PA14_45190",501,1220639,1221139
"3610","PA14_45210",366,1221140,1221505
"3611","PA14_45240",455,1221506,1221960
"3612","PA14_45250",268,1221961,1222228
"3613","PA14_45260",146,1222229,1222374
"3614","PA14_45280",407,1222375,1222781
"3615","PA14_45290",155,1222782,1222936
"3616","PA14_45300",180,1222937,1223116
"3617","PA14_45310",657,1223117,1223773
"3618","PA14_45330",162,1223774,1223935
"3619","PA14_45340",58,1223936,1223993
"3620","PA14_45350",252,1223994,1224245
"3621","PA14_45370",223,1224246,1224468
"3622","PA14_45380",234,1224469,1224702
"3623","PA14_45400",492,1224703,1225194
"3624","PA14_45410",111,1225195,1225305
"3625","PA14_45430",245,1225306,1225550
"3626","PA14_45440",259,1225551,1225809
"3627","PA14_45450",138,1225810,1225947
"3628","PA14_45460",323,1225948,1226270
"3629","PA14_45470",228,1226271,1226498
"3630","PA14_45480",140,1226499,1226638
"3631","PA14_45500",159,1226639,1226797
"3632","PA14_45510",344,1226798,1227141
"3633","PA14_45520",262,1227142,1227403
"3634","PA14_45540",296,1227404,1227699
"3635","PA14_45560",246,1227700,1227945
"3636","PA14_45580",368,1227946,1228313
"3637","PA14_45590",841,1228314,1229154
"3638","PA14_45610",262,1229155,1229416
"3639","PA14_45620",124,1229417,1229540
"3640","PA14_45630",247,1229541,1229787
"3641","PA14_45640",280,1229788,1230067
"3642","PA14_45660",429,1230068,1230496
"3643","PA14_45680",761,1230497,1231257
"3644","PA14_45700",510,1231258,1231767
"3645","PA14_45710",425,1231768,1232192
"3646","PA14_45720",378,1232193,1232570
"3647","PA14_45740",258,1232571,1232828
"3648","PA14_45760",89,1232829,1232917
"3649","PA14_45770",255,1232918,1233172
"3650","PA14_45780",150,1233173,1233322
"3651","PA14_45790",157,1233323,1233479
"3652","PA14_45800",323,1233480,1233802
"3653","PA14_45810",173,1233803,1233975
"3654","PA14_45830",427,1233976,1234402
"3655","PA14_45840",195,1234403,1234597
"3656","PA14_45850",135,1234598,1234732
"3657","PA14_45870",481,1234733,1235213
"3658","PA14_45880",229,1235214,1235442
"3659","PA14_45890",1036,1235443,1236478
"3660","PA14_45910",385,1236479,1236863
"3661","PA14_45920",237,1236864,1237100
"3662","PA14_45930",650,1237101,1237750
"3663","PA14_45940",201,1237751,1237951
"3664","PA14_45950",80,1237952,1238031
"3665","PA14_45960",239,1238032,1238270
"3666","PA14_45970",902,1238271,1239172
"3667","PA14_45980",143,1239173,1239315
"3668","PA14_46000",118,1239316,1239433
"3669","PA14_46010",640,1239434,1240073
"3670","PA14_46020",203,1240074,1240276
"3671","PA14_46030",417,1240277,1240693
"3672","PA14_46060",297,1240694,1240990
"3673","PA14_46070",319,1240991,1241309
"3674","PA14_46080",139,1241310,1241448
"3675","PA14_46100",503,1241449,1241951
"3676","PA14_46110",463,1241952,1242414
"3677","PA14_46120",606,1242415,1243020
"3678","PA14_46140",502,1243021,1243522
"3679","PA14_46150",242,1243523,1243764
"3680","PA14_46160",77,1243765,1243841
"3681","PA14_46170",290,1243842,1244131
"3682","PA14_46180",397,1244132,1244528
"3683","PA14_46200",303,1244529,1244831
"3684","PA14_46220",363,1244832,1245194
"3685","PA14_46230",346,1245195,1245540
"3686","PA14_46240",807,1245541,1246347
"3687","PA14_46250",313,1246348,1246660
"3688","PA14_46260",252,1246661,1246912
"3689","PA14_46270",531,1246913,1247443
"3690","PA14_46280",75,1247444,1247518
"3691","PA14_46290",210,1247519,1247728
"3692","PA14_46300",221,1247729,1247949
"3693","PA14_46310",135,1247950,1248084
"3694","PA14_46320",1096,1248085,1249180
"3695","PA14_46330",328,1249181,1249508
"3696","PA14_46340",113,1249509,1249621
"3697","PA14_46360",210,1249622,1249831
"3698","PA14_46370",585,1249832,1250416
"3699","PA14_46380",138,1250417,1250554
"3700","PA14_46390",84,1250555,1250638
"3701","PA14_46400",321,1250639,1250959
"3702","PA14_46420",277,1250960,1251236
"3703","PA14_46430",120,1251237,1251356
"3704","PA14_46440",177,1251357,1251533
"3705","PA14_46450",577,1251534,1252110
"3706","PA14_46460",396,1252111,1252506
"3707","PA14_46470",390,1252507,1252896
"3708","PA14_46480",168,1252897,1253064
"3709","PA14_46490",422,1253065,1253486
"3710","PA14_46510",452,1253487,1253938
"3711","PA14_46520",379,1253939,1254317
"3712","PA14_46530",141,1254318,1254458
"3713","PA14_46540",566,1254459,1255024
"3714","PA14_46550",242,1255025,1255266
"3715","PA14_46560",133,1255267,1255399
"3716","PA14_46570",205,1255400,1255604
"3717","PA14_46580",371,1255605,1255975
"3718","PA14_46590",1029,1255976,1257004
"3719","PA14_46600",268,1257005,1257272
"3720","PA14_46610",157,1257273,1257429
"3721","PA14_46620",426,1257430,1257855
"3722","PA14_46630",278,1257856,1258133
"3723","PA14_46640",877,1258134,1259010
"3724","PA14_46650",280,1259011,1259290
"3725","PA14_46660",246,1259291,1259536
"3726","PA14_46670",107,1259537,1259643
"3727","PA14_46680",500,1259644,1260143
"3728","PA14_46700",297,1260144,1260440
"3729","PA14_46710",218,1260441,1260658
"3730","PA14_46720",132,1260659,1260790
"3731","PA14_46740",158,1260791,1260948
"3732","PA14_46750",368,1260949,1261316
"3733","PA14_46760",126,1261317,1261442
"3734","PA14_46770",141,1261443,1261583
"3735","PA14_46780",137,1261584,1261720
"3736","PA14_46800",431,1261721,1262151
"3737","PA14_46810",407,1262152,1262558
"3738","PA14_46820",249,1262559,1262807
"3739","PA14_46830",116,1262808,1262923
"3740","PA14_46840",235,1262924,1263158
"3741","PA14_46850",230,1263159,1263388
"3742","PA14_46860",565,1263389,1263953
"3743","PA14_46880",529,1263954,1264482
"3744","PA14_46890",264,1264483,1264746
"3745","PA14_46900",152,1264747,1264898
"3746","PA14_46910",302,1264899,1265200
"3747","PA14_46920",248,1265201,1265448
"3748","PA14_46930",222,1265449,1265670
"3749","PA14_46950",244,1265671,1265914
"3750","PA14_46960",557,1265915,1266471
"3751","PA14_46970",362,1266472,1266833
"3752","PA14_46980",641,1266834,1267474
"3753","PA14_46990",425,1267475,1267899
"3754","PA14_47000",370,1267900,1268269
"3755","PA14_47010",68,1268270,1268337
"3756","PA14_47030",183,1268338,1268520
"3757","PA14_47040",515,1268521,1269035
"3758","PA14_47060",259,1269036,1269294
"3759","PA14_47070",143,1269295,1269437
"3760","PA14_47080",302,1269438,1269739
